16.25714,43.51989,"[136777-]","[136777-]"
17.04997,45.75136,"[136781]","[136781]"
18.10386,42.64625,"[140116]","[140116]"
17.71825,45.33125,"[140247]","[140247]"
15.21219,45.26769,"[140301-]","[140301-]"
18.79900,45.28036,"[140302]","[140302]"
18.61053,45.21444,"[140303]","[140303]"
15.47731,44.27636,"[140308-]","[140308-]"
17.43103,45.30508,"[140309]","[140309]"
17.77947,45.27169,"BS","[140310]"
17.43356,45.25594,"BS","[140311]"
18.04344,45.17169,"[140315]","[140315]"
17.16967,45.41750,"[140316]","[140316]"
18.77658,45.25733,"[140317-]","[140317-]"
16.70889,43.62717,"[140318]","[140318]"
13.82181,44.90919,"[140321]","[140321]"
13.86492,45.12978,"[140322]","[140322]"
17.85625,45.74308,"[140327]","[140327]"
18.50025,45.28828,"[140330]","[140330]"
18.46603,45.40492,"50 o. 70 km/h (?)","[140336]"
15.36447,44.54469,"[144184]","[144184]"
18.85044,45.33358,"[144473]","[144473]"
18.66536,45.44453,"[144698]","[144698]"
18.89872,45.33967,"[144705]","[144705]"
19.38867,45.22431,"[144711]","[144711]"
15.91336,45.81153,"[144726]","[144726]"
19.02586,45.33658,"[144740]","[144740]"
15.13839,45.00497,"[145616]","[145616]"
16.55092,46.00525,"[145892]","[145892]"
17.16692,43.45961,"[145895]","[145895]"
16.20708,44.03914,"[145899]","[145899]"
16.11722,46.05036,"[151804]","[151804]"
15.34108,44.85581,"[151821]","[151821]"
16.53458,46.03969,"[153925]","[153925]"
15.24981,44.11161,"BS","[153926]"
16.17797,46.29628,"[153927]","[153927]"
18.68600,45.28492,"[155959]","[155959]"
16.61536,46.32931,"[155961]","[155961]"
16.33892,46.37772,"[155962]","[155962]"
16.41186,46.34883,"[155994]","[155994]"
16.49714,45.99664,"[156332]","[156332]"
16.53928,46.02536,"[156333-]","[156333-]"
16.55022,46.01889,"[156334]","[156334]"
16.73533,43.68339,"removed (?)","[156335-]"
16.71194,43.72164,"[156336]","[156336]"
18.65914,45.23886,"[156337]","[156337]"
18.12800,42.67228,"[156510]","[156510]"
18.22858,42.57883,"E","[157487]"
16.64994,46.36583,"[157696-]","[157696-]"
14.28581,45.31036,"[158190]","[158190]"
16.42544,46.46906,"[158715]","[158715]"
17.04378,46.20053,"[158852]","[158852]"
16.42553,46.37092,"[158867-]","[158867-]"
15.25514,44.12797,"[159009-]","[159009-]"
15.24794,44.11989,"[159039-]","[159039-]"
15.25228,44.11908,"[159798]","[159798]"
15.25169,44.10186,"[159806]","[159806]"
16.95931,45.83453,"[159818]","[159818]"
15.28494,44.11864,"[161051-]","[161051-]"
16.78492,43.62544,"[161896]","[161896]"
16.58328,43.59792,"[164038]","[164038]"
16.75819,43.57289,"[164040]","[164040]"
15.19347,44.17197,"[164047]","[164047]"
14.01731,45.06386,"[164050]","[164050]"
16.72847,43.61461,"[164244]","[164244]"
13.57817,45.33397,"[164245]","[164245]"
18.62889,45.09839,"[164246-]","[164246-]"
18.09225,42.67464,"[164249]","[164249]"
18.55933,45.29244,"[164250]","[164250]"
15.23989,44.13425,"[164259]","[164259]"
15.75272,45.87114,"[165613]","[165613]"
16.46922,46.37142,"BS","[165691]"
16.46922,46.42136,"[166175-]","[166175-]"
15.73156,45.87900,"BS","[166339]"
16.32917,45.44247,"[166343]","[166343]"
16.59000,43.58597,"[166344]","[166344]"
17.80017,45.16792,"[166345]","[166345]"
18.68261,45.10186,"[166346-]","[166346-]"
18.45206,45.11578,"[166347]","[166347]"
16.73514,43.62139,"[166480]","[166480]"
16.65058,43.69883,"[166655]","[166655]"
16.64139,43.71122,"[166656]","[166656]"
16.64853,43.70442,"[166657]","[166657]"
16.68589,43.72683,"[166658]","[166658]"
16.41114,43.90353,"[166687]","[166687]"
16.64944,43.68453,"[167083]","[167083]"
17.04908,43.46497,"[167254-]","[167254-]"
16.93733,43.51056,"[167255]","[167255]"
17.05386,43.39775,"[167259]","[167259]"
16.90300,43.52600,"[167267]","[167267]"
19.16889,45.23008,"[167295]","[167295]"
16.82133,46.15272,"ANPR, also speed (?)","[167436]"
16.85531,46.15622,"ANPR, also speed (?)","[167566-]"
16.50053,46.40092,"ANPR, also speed (?)","[167567]"
16.04953,46.09281,"[167777]","[167777]"
18.41303,45.67494,"[167952]","[167952]"
16.54167,46.04625,"[167953]","[167953]"
17.84603,45.17583,"[167954]","[167954]"
13.56281,45.32836,"BS","[169069]"
14.90681,44.98861,"removed (?)","[169381-]"
15.70731,43.81567,"[169403-]","[169403-]"
16.59711,46.42464,"[169422-]","[169422-]"
15.89461,46.13900,"[169980-]","[169980-]"
13.52117,45.44661,"[170367]","[170367]"
16.37631,46.15861,"[170887]","[170887]"
16.81433,46.31147,"[171846-]","[171846-]"
18.44636,45.34433,"[171847]","[171847]"
18.01461,45.18772,"[172153]","[172153]"
16.40400,45.88428,"[172258]","[172258]"
16.33606,46.29619,"[172278-]","[172278-]"
16.32456,46.29381,"[172326]","[172326]"
16.42453,45.89253,"[172330-]","[172330-]"
16.56422,43.47603,"[172474-]","[172474-]"
16.55586,43.48247,"[172525]","[172525]"
17.97908,45.18042,"[172545]","[172545]"
18.03275,45.17244,"[172546-]","[172546-]"
16.53661,43.50731,"[172550]","[172550]"
16.47442,46.26036,"[172551]","[172551]"
15.74681,46.08256,"[172552-]","[172552-]"
16.54583,43.48789,"[172553-]","[172553-]"
18.49472,45.34944,"[172554-]","[172554-]"
13.87128,45.26017,"[172555]","[172555]"
15.16542,45.02700,"[172556]","[172556]"
16.42858,46.40422,"[173157-]","[173157-]"
16.66275,46.23036,"[173319-]","[173319-]"
17.25167,43.45594,"[173325]","[173325]"
13.58389,45.45147,"[173511]","[173511]"
13.85344,44.86986,"[174474]","[174474]"
13.83989,44.85275,"on lamppost","[174475]"
16.41811,46.25369,"[174489]","[174489]"
15.87733,45.97681,"[174503]","[174503]"
13.60606,45.17317,"[174574]","[174574]"
16.36036,46.34867,"[174834-]","[174834-]"
18.70303,45.07933,"[174894]","[174894]"
18.80422,45.27867,"[174895]","[174895]"
18.54611,45.36531,"[174897-]","[174897-]"
13.85081,44.89739,"[174898]","[174898]"
17.24161,43.43617,"[174899]","[174899]"
16.41508,46.36419,"[175306]","[175306]"
16.79181,43.62172,"[176022]","[176022]"
15.92125,43.67811,"[176726-]","[176726-]"
16.42783,46.51569,"[176839-]","[176839-]"
13.66517,45.16431,"[176840]","[176840]"
14.31531,45.34628,"[176841-]","[176841-]"
18.64250,45.22953,"[176844]","[176844]"
15.67528,43.81781,"[176900-]","[176900-]"
16.17919,46.05592,"[176953]","[176953]"
17.62569,45.73114,"[176956-]","[176956-]"
15.84167,46.19406,"[177145-]","[177145-]"
17.25106,43.37933,"[177189]","[177189]"
17.22808,43.39189,"[177414]","[177414]"
17.21744,43.39614,"[177683]","[177683]"
13.68831,45.29883,"[177899]","[177899]"
13.90908,45.14592,"[178251]","[178251]"
17.64942,45.19428,"[178870-]","[178870-]"
17.05231,43.27394,"[178898-]","[178898-]"
18.58419,45.58106,"[178914-]","[178914-]"
14.09481,45.07481,"[178923]","[178923]"
13.96369,45.07967,"[178959]","[178959]"
13.84922,44.95486,"[178981]","[178981]"
18.67261,45.27708,"[178984]","[178984]"
18.46875,45.63844,"[179021-]","[179021-]"
16.72411,43.61894,"[179177]","[179177]"
15.72500,43.83706,"mobil (?)","[179544-]"
18.03617,45.14989,"[179702]","[179702]"
16.84078,45.53928,"[179864]","[179864]"
17.51911,45.22975,"[179874-]","[179874-]"
16.16119,46.24869,"[180117-]","[180117-]"
13.85436,44.95933,"[180121-]","[180121-]"
16.67861,46.39042,"[180133-]","[180133-]"
13.58314,45.32036,"[180192]","[180192]"
16.37083,46.28356,"[180349-]","[180349-]"
16.02997,46.20522,"[180515-]","[180515-]"
16.19578,46.25389,"[180524-]","[180524-]"
15.64239,43.79939,"[180525-]","[180525-]"
16.03575,46.21442,"[180526-]","[180526-]"
14.59128,45.28697,"[180792]","[180792]"
13.92942,44.82742,"[181171]","[181171]"
15.90692,46.07628,"[181187-]","[181187-]"
17.87261,45.60061,"[181362-]","[181362-]"
16.47400,46.21097,"[181396-]","[181396-]"
18.70581,45.15950,"[181398-]","[181398-]"
16.44656,46.20892,"[181403-]","[181403-]"
17.61339,45.21058,"[182029-]","[182029-]"
19.05883,45.50828,"[182083]","[182083]"
17.20625,45.59228,"[182228-]","[182228-]"
18.94492,45.28700,"[182239-]","[182239-]"
18.67508,45.19594,"[182242]","[182242]"
18.70125,45.09111,"[182243-]","[182243-]"
17.65367,45.22094,"[182256-]","[182256-]"
16.78850,45.88067,"[182268-]","[182268-]"
16.76175,45.83131,"[182290-]","[182290-]"
16.04942,45.82792,"BS","[182382-]"
15.78317,45.86072,"[182383-]","[182383-]"
15.84636,45.90983,"[182384-]","[182384-]"
15.84939,45.87628,"[182386-]","[182386-]"
15.81378,45.93539,"[182413-]","[182413-]"
17.03717,45.32028,"[182416-]","[182416-]"
16.26689,45.81069,"[182508-]","[182508-]"
16.38450,45.69842,"[182509-]","[182509-]"
17.00783,43.30611,"[182544-]","[182544-]"
16.40378,45.88058,"[182554-]","[182554-]"
16.26769,45.97800,"[182613-]","[182613-]"
16.27031,45.44033,"[182692-]","[182692-]"
15.84889,45.75681,"[182693-]","[182693-]"
15.29203,44.06831,"Blitzer und ANPR?","[182695-]"
16.54725,43.80086,"[183036-]","[183036-]"
13.82892,45.35375,"[183071]","[183071]"
17.91081,45.19053,"[183129-]","[183129-]"
16.10400,46.02111,"[183578-]","[183578-]"
15.75650,46.15461,"[183581-]","[183581-]"
15.90319,43.69461,"[183803-]","[183803-]"
18.76522,45.30747,"[183895-]","[183895-]"
15.67775,46.21292,"[185153-]","[185153-]"
16.26206,45.50467,"[185535-]","[185535-]"
15.61125,45.37800,"[185679-]","[185679-]"
16.14514,46.35842,"[185702-]","[185702-]"
18.93975,45.34006,"[185745]","[185745]"
16.63369,43.74197,"[185763-]","[185763-]"
15.82539,46.20317,"[185836-]","[185836-]"
16.32414,46.16500,"[185842-]","[185842-]"
16.33958,46.17781,"[185843-]","[185843-]"
16.82981,43.40225,"[186285-]","[186285-]"
15.84672,43.76261,"[186286-]","[186286-]"
16.93275,43.37064,"[186287-]","[186287-]"
16.49294,43.61794,"[186288-]","[186288-]"
16.02961,46.20711,"[186289-]","[186289-]"
16.09281,46.37531,"[186292-]","[186292-]"
16.57631,43.46858,"[186294-]","[186294-]"
16.30928,43.54011,"[186408-]","[186408-]"
16.49369,43.67825,"[186462-]","[186462-]"
18.69331,45.06564,"[186489-]","[186489-]"
16.67031,43.43989,"[186490-]","[186490-]"
16.60792,43.45850,"[186491-]","[186491-]"
16.64139,43.44403,"[186492-]","[186492-]"
16.62628,43.45103,"[186493-]","[186493-]"
16.58653,43.46472,"[186494-]","[186494-]"
13.87689,44.98394,"[186496-]","[186496-]"
16.45658,43.54106,"[186497-]","[186497-]"
16.44542,46.39506,"[186498-]","[186498-]"
18.33219,45.58925,"[186499-]","[186499-]"
18.10483,45.50167,"[186500-]","[186500-]"
18.00861,45.16231,"[186501-]","[186501-]"
16.84944,43.29906,"[186684-]","[186684-]"
15.72417,44.89917,"[186746-]","[186746-]"
18.29275,45.18669,"[186897-]","[186897-]"
16.16772,43.86203,"[186901-]","[186901-]"
17.77436,45.31739,"[187138-]","[187138-]"
17.69458,45.21372,"[187139-]","[187139-]"
15.69083,44.36014,"[187140-]","[187140-]"
18.50250,45.59097,"[187141-]","[187141-]"
18.83850,45.52592,"[187142-]","[187142-]"
17.20597,45.25775,"[187144-]","[187144-]"
15.41667,43.96594,"[187146-]","[187146-]"
15.38708,44.53808,"[187148-]","[187148-]"
15.11989,44.29192,"[187150-]","[187150-]"
16.57589,43.33342,"[187151-]","[187151-]"
15.28817,44.30267,"[187152-]","[187152-]"
15.18892,44.35819,"[187153-]","[187153-]"
18.73803,45.59236,"[187154-]","[187154-]"
17.54914,45.35650,"[187156-]","[187156-]"
18.03969,45.17842,"[187158-]","[187158-]"
15.35708,44.55239,"[187216-]","[187216-]"
17.66561,45.43514,"[187217-]","[187217-]"
15.38347,44.25236,"[187219-]","[187219-]"
15.42231,44.11542,"[187220-]","[187220-]"
15.86081,44.31308,"[187222-]","[187222-]"
16.57847,43.18000,"[187567-]","[187567-]"
15.78006,43.84158,"[187569-]","[187569-]"
15.90000,43.75792,"[187631-]","[187631-]"
15.98244,43.67947,"[187632-]","[187632-]"
16.48500,46.38953,"[187635-]","[187635-]"
15.77419,43.76600,"[187691-]","[187691-]"
15.79847,43.74944,"[187699-]","[187699-]"
16.67014,43.64903,"[187701-]","[187701-]"
17.52322,45.22911,"[187703]","[187703]"
