17.02975,43.28983,"[87956-]","[87956-]"
18.64869,45.56467,"[98893-]","[98893-]"
14.39272,45.33956,"E","[101075]"
14.39958,45.34153,"NW","[101076]"
14.50239,45.30222,"bs","[101082]"
16.07139,45.82842,"[101089]","[101089]"
16.16156,45.87203,"bs","[101090]"
17.98000,45.78414,"[101091]","[101091]"
14.41811,45.33553,"S","[104694]"
15.61317,45.38411,"[105779]","[105779]"
15.78906,45.86994,"[105780]","[105780]"
15.80228,45.86744,"[105782]","[105782]"
15.58622,45.10700,"[105783]","[105783]"
15.60519,45.42797,"[105784-]","[105784-]"
16.31550,46.29853,"SW","[105814]"
17.20358,43.43944,"[105890]","[105890]"
15.59850,45.60114,"[108281]","[108281]"
15.28333,45.20158,"[113931]","[113931]"
15.57019,45.46031,"[126235]","[126235]"
16.59736,43.61644,"[133163]","[133163]"
18.64092,45.56492,"[133170]","[133170]"
17.63467,43.05258,"[133180]","[133180]"
17.45044,43.05469,"[133183]","[133183]"
16.42250,46.40992,"[133203]","[133203]"
16.37483,46.37000,"[133205]","[133205]"
16.34775,46.31461,"[133208]","[133208]"
15.37400,44.17122,"[133225]","[133225]"
15.36831,44.00428,"50, 60 or 70 km/h (?)","[133252]"
15.33089,44.03644,"Überwachungskamera, die Handybenutzung und nicht angelegten Gurt erkennt","[133253-]"
15.31789,44.14331,"[133254-]","[133254-]"
15.26142,44.11603,"Überwachungskamera, die Handybenutzung und nicht angelegten Gurt erkennt","[133258]"
15.15772,44.91500,"[133259]","[133259]"
14.08244,45.08022,"[133260]","[133260]"
17.11611,43.42153,"[133265-]","[133265-]"
15.51203,43.91300,"[133267]","[133267]"
16.00719,46.04603,"[133268]","[133268]"
18.37061,42.51633,"50, 60 or 70 km/h (?)","[134038]"
18.80672,45.27742,"[134043]","[134043]"
18.37636,45.35258,"[134046]","[134046]"
18.22786,42.61067,"[134047]","[134047]"
18.09861,42.65156,"[134050]","[134050]"
18.03722,45.20261,"[134051]","[134051]"
17.19672,45.44989,"[134060]","[134060]"
17.14450,45.98431,"[134061]","[134061]"
16.98819,45.55181,"[134065]","[134065]"
16.95214,46.01569,"[134066]","[134066]"
16.93861,45.59117,"[134068]","[134068]"
16.78769,45.51039,"[134073]","[134073]"
17.73350,45.35731,"[134075]","[134075]"
17.62603,43.04997,"[134077]","[134077]"
17.59144,45.33122,"[134078]","[134078]"
17.35653,45.26553,"[134082]","[134082]"
17.30181,43.12433,"[134083]","[134083]"
17.25331,43.42900,"[134085]","[134085]"
17.22625,45.60844,"[134087]","[134087]"
16.78086,45.48528,"[134090]","[134090]"
16.60403,46.34006,"inactive (?)","[134099]"
16.54244,46.38056,"[134101]","[134101]"
16.37169,45.45906,"[134104]","[134104]"
16.23508,45.54469,"BS (?)","[134105]"
16.20653,44.05258,"[134106]","[134106]"
16.12331,45.36731,"[134109]","[134109]"
16.08000,46.08161,"[134110]","[134110]"
16.06525,45.34175,"[134112]","[134112]"
15.92042,43.62514,"[134116]","[134116]"
15.91489,45.99278,"[134117]","[134117]"
15.89742,46.02244,"[134120]","[134120]"
15.87831,46.15297,"[134123]","[134123]"
15.84456,45.99244,"[134126-]","[134126-]"
15.79328,43.76417,"[134127-]","[134127-]"
15.71258,44.74075,"[134130]","[134130]"
15.58661,45.46619,"[134133]","[134133]"
15.54903,43.88172,"[134134-]","[134134-]"
15.48083,44.21358,"removed (?)","[134135]"
15.43969,44.29442,"[134136-]","[134136-]"
15.38419,44.64914,"[134139]","[134139]"
15.32375,44.80492,"[134141]","[134141]"
15.25456,44.86656,"[134142-]","[134142-]"
14.92142,44.93039,"street monitoring (?)","[134144-]"
14.89578,45.00431,"[134145]","[134145]"
14.41531,45.33922,"[134146]","[134146]"
14.11000,45.09856,"[134147]","[134147]"
13.90644,44.91694,"[134148]","[134148]"
13.87167,45.01883,"[134149]","[134149]"
13.69169,45.06253,"[134150]","[134150]"
13.63811,45.26581,"[134151]","[134151]"
17.32961,45.85208,"[136775]","[136775]"
17.48978,45.80481,"[136776]","[136776]"
